"level0","level1","level2","level3","Ethnic group (grouped total responses)(1)","count"
"Female","40–44 Years","Helensville","North Island general electorates","Not Elsewhere Included(4)",159
"Male","45–49 Years","Helensville","North Island general electorates","Not Elsewhere Included(4)",228
"Female","45–49 Years","Helensville","North Island general electorates","Not Elsewhere Included(4)",141
"Male","50–54 Years","Helensville","North Island general electorates","Not Elsewhere Included(4)",237
"Female","50–54 Years","Helensville","North Island general electorates","Not Elsewhere Included(4)",174
"Male","55–59 Years","Helensville","North Island general electorates","Not Elsewhere Included(4)",147
"Female","55–59 Years","Helensville","North Island general electorates","Not Elsewhere Included(4)",132
"Male","60–64 Years","Helensville","North Island general electorates","Not Elsewhere Included(4)",120
"Female","60–64 Years","Helensville","North Island general electorates","Not Elsewhere Included(4)",132
"Male","65–69 Years","Helensville","North Island general electorates","Not Elsewhere Included(4)",87
"Female","65–69 Years","Helensville","North Island general electorates","Not Elsewhere Included(4)",102
"Male","70–74 Years","Helensville","North Island general electorates","Not Elsewhere Included(4)",60
"Female","70–74 Years","Helensville","North Island general electorates","Not Elsewhere Included(4)",63
"Male","75–79 Years","Helensville","North Island general electorates","Not Elsewhere Included(4)",27
"Female","75–79 Years","Helensville","North Island general electorates","Not Elsewhere Included(4)",24
"Male","80–84 Years","Helensville","North Island general electorates","Not Elsewhere Included(4)",15
"Female","80–84 Years","Helensville","North Island general electorates","Not Elsewhere Included(4)",24
"Male","85 Years And Over","Helensville","North Island general electorates","Not Elsewhere Included(4)",24
"Female","85 Years And Over","Helensville","North Island general electorates","Not Elsewhere Included(4)",18
"Male","18 Years And Over","Helensville","North Island general electorates","Not Elsewhere Included(4)",1950
"Female","18 Years And Over","Helensville","North Island general electorates","Not Elsewhere Included(4)",1518
"Male","0–4 Years","Hunua","North Island general electorates","Not Elsewhere Included(4)",120
"Female","0–4 Years","Hunua","North Island general electorates","Not Elsewhere Included(4)",120
"Male","5–9 Years","Hunua","North Island general electorates","Not Elsewhere Included(4)",138
"Female","5–9 Years","Hunua","North Island general electorates","Not Elsewhere Included(4)",132
"Male","10–14 Years","Hunua","North Island general electorates","Not Elsewhere Included(4)",114
"Female","10–14 Years","Hunua","North Island general electorates","Not Elsewhere Included(4)",132
"Male","15–19 Years","Hunua","North Island general electorates","Not Elsewhere Included(4)",129
"Female","15–19 Years","Hunua","North Island general electorates","Not Elsewhere Included(4)",111
"Male","20–24 Years","Hunua","North Island general electorates","Not Elsewhere Included(4)",132
"Female","20–24 Years","Hunua","North Island general electorates","Not Elsewhere Included(4)",108
"Male","25–29 Years","Hunua","North Island general electorates","Not Elsewhere Included(4)",108
"Female","25–29 Years","Hunua","North Island general electorates","Not Elsewhere Included(4)",111
"Male","30–34 Years","Hunua","North Island general electorates","Not Elsewhere Included(4)",87
"Female","30–34 Years","Hunua","North Island general electorates","Not Elsewhere Included(4)",90
"Male","35–39 Years","Hunua","North Island general electorates","Not Elsewhere Included(4)",90
"Female","35–39 Years","Hunua","North Island general electorates","Not Elsewhere Included(4)",123
"Male","40–44 Years","Hunua","North Island general electorates","Not Elsewhere Included(4)",132
"Female","40–44 Years","Hunua","North Island general electorates","Not Elsewhere Included(4)",138
"Male","45–49 Years","Hunua","North Island general electorates","Not Elsewhere Included(4)",114
"Female","45–49 Years","Hunua","North Island general electorates","Not Elsewhere Included(4)",135
"Male","50–54 Years","Hunua","North Island general electorates","Not Elsewhere Included(4)",126
"Female","50–54 Years","Hunua","North Island general electorates","Not Elsewhere Included(4)",114
"Male","55–59 Years","Hunua","North Island general electorates","Not Elsewhere Included(4)",81
"Female","55–59 Years","Hunua","North Island general electorates","Not Elsewhere Included(4)",81
"Male","60–64 Years","Hunua","North Island general electorates","Not Elsewhere Included(4)",84
"Female","60–64 Years","Hunua","North Island general electorates","Not Elsewhere Included(4)",87
"Male","65–69 Years","Hunua","North Island general electorates","Not Elsewhere Included(4)",78
"Female","65–69 Years","Hunua","North Island general electorates","Not Elsewhere Included(4)",60
"Male","70–74 Years","Hunua","North Island general electorates","Not Elsewhere Included(4)",60
"Female","70–74 Years","Hunua","North Island general electorates","Not Elsewhere Included(4)",54
"Male","75–79 Years","Hunua","North Island general electorates","Not Elsewhere Included(4)",36
"Female","75–79 Years","Hunua","North Island general electorates","Not Elsewhere Included(4)",24
"Male","80–84 Years","Hunua","North Island general electorates","Not Elsewhere Included(4)",18
"Female","80–84 Years","Hunua","North Island general electorates","Not Elsewhere Included(4)",30
"Male","85 Years And Over","Hunua","North Island general electorates","Not Elsewhere Included(4)",18
"Female","85 Years And Over","Hunua","North Island general electorates","Not Elsewhere Included(4)",12
"Male","18 Years And Over","Hunua","North Island general electorates","Not Elsewhere Included(4)",1224
"Female","18 Years And Over","Hunua","North Island general electorates","Not Elsewhere Included(4)",1212
"Male","0–4 Years","Hutt South","North Island general electorates","Not Elsewhere Included(4)",102
"Female","0–4 Years","Hutt South","North Island general electorates","Not Elsewhere Included(4)",111
"Male","5–9 Years","Hutt South","North Island general electorates","Not Elsewhere Included(4)",93
"Female","5–9 Years","Hutt South","North Island general electorates","Not Elsewhere Included(4)",96
"Male","10–14 Years","Hutt South","North Island general electorates","Not Elsewhere Included(4)",102
"Female","10–14 Years","Hutt South","North Island general electorates","Not Elsewhere Included(4)",108
"Male","15–19 Years","Hutt South","North Island general electorates","Not Elsewhere Included(4)",114
"Female","15–19 Years","Hutt South","North Island general electorates","Not Elsewhere Included(4)",114
"Male","20–24 Years","Hutt South","North Island general electorates","Not Elsewhere Included(4)",141
"Female","20–24 Years","Hutt South","North Island general electorates","Not Elsewhere Included(4)",138
"Male","25–29 Years","Hutt South","North Island general electorates","Not Elsewhere Included(4)",114
"Female","25–29 Years","Hutt South","North Island general electorates","Not Elsewhere Included(4)",114
"Male","30–34 Years","Hutt South","North Island general electorates","Not Elsewhere Included(4)",111
"Female","30–34 Years","Hutt South","North Island general electorates","Not Elsewhere Included(4)",144
"Male","35–39 Years","Hutt South","North Island general electorates","Not Elsewhere Included(4)",96
"Female","35–39 Years","Hutt South","North Island general electorates","Not Elsewhere Included(4)",120
"Male","40–44 Years","Hutt South","North Island general electorates","Not Elsewhere Included(4)",96
"Female","40–44 Years","Hutt South","North Island general electorates","Not Elsewhere Included(4)",123
"Male","45–49 Years","Hutt South","North Island general electorates","Not Elsewhere Included(4)",108
"Female","45–49 Years","Hutt South","North Island general electorates","Not Elsewhere Included(4)",126
"Male","50–54 Years","Hutt South","North Island general electorates","Not Elsewhere Included(4)",117
"Female","50–54 Years","Hutt South","North Island general electorates","Not Elsewhere Included(4)",114
"Male","55–59 Years","Hutt South","North Island general electorates","Not Elsewhere Included(4)",105
"Female","55–59 Years","Hutt South","North Island general electorates","Not Elsewhere Included(4)",63
"Male","60–64 Years","Hutt South","North Island general electorates","Not Elsewhere Included(4)",75
"Female","60–64 Years","Hutt South","North Island general electorates","Not Elsewhere Included(4)",72
"Male","65–69 Years","Hutt South","North Island general electorates","Not Elsewhere Included(4)",60
"Female","65–69 Years","Hutt South","North Island general electorates","Not Elsewhere Included(4)",66
"Male","70–74 Years","Hutt South","North Island general electorates","Not Elsewhere Included(4)",48
"Female","70–74 Years","Hutt South","North Island general electorates","Not Elsewhere Included(4)",48
"Male","75–79 Years","Hutt South","North Island general electorates","Not Elsewhere Included(4)",24
"Female","75–79 Years","Hutt South","North Island general electorates","Not Elsewhere Included(4)",30
"Male","80–84 Years","Hutt South","North Island general electorates","Not Elsewhere Included(4)",21
"Female","80–84 Years","Hutt South","North Island general electorates","Not Elsewhere Included(4)",24
"Male","85 Years And Over","Hutt South","North Island general electorates","Not Elsewhere Included(4)",18
"Female","85 Years And Over","Hutt South","North Island general electorates","Not Elsewhere Included(4)",24
"Male","18 Years And Over","Hutt South","North Island general electorates","Not Elsewhere Included(4)",1200
"Female","18 Years And Over","Hutt South","North Island general electorates","Not Elsewhere Included(4)",1263
