"level0","level1","level2","level3","Cigarette smoking behaviour","count"
"Female","45–49 Years","New Lynn","North Island general electorates","Not Elsewhere Included(2)",210
"Male","50–54 Years","New Lynn","North Island general electorates","Not Elsewhere Included(2)",171
"Female","50–54 Years","New Lynn","North Island general electorates","Not Elsewhere Included(2)",183
"Male","55–59 Years","New Lynn","North Island general electorates","Not Elsewhere Included(2)",156
"Female","55–59 Years","New Lynn","North Island general electorates","Not Elsewhere Included(2)",180
"Male","60–64 Years","New Lynn","North Island general electorates","Not Elsewhere Included(2)",120
"Female","60–64 Years","New Lynn","North Island general electorates","Not Elsewhere Included(2)",153
"Male","65–69 Years","New Lynn","North Island general electorates","Not Elsewhere Included(2)",99
"Female","65–69 Years","New Lynn","North Island general electorates","Not Elsewhere Included(2)",114
"Male","70–74 Years","New Lynn","North Island general electorates","Not Elsewhere Included(2)",78
"Female","70–74 Years","New Lynn","North Island general electorates","Not Elsewhere Included(2)",117
"Male","75–79 Years","New Lynn","North Island general electorates","Not Elsewhere Included(2)",78
"Female","75–79 Years","New Lynn","North Island general electorates","Not Elsewhere Included(2)",93
"Male","80–84 Years","New Lynn","North Island general electorates","Not Elsewhere Included(2)",51
"Female","80–84 Years","New Lynn","North Island general electorates","Not Elsewhere Included(2)",84
"Male","85 Years And Over","New Lynn","North Island general electorates","Not Elsewhere Included(2)",36
"Female","85 Years And Over","New Lynn","North Island general electorates","Not Elsewhere Included(2)",81
"Male","15–19 Years","New Plymouth","North Island general electorates","Not Elsewhere Included(2)",234
"Female","15–19 Years","New Plymouth","North Island general electorates","Not Elsewhere Included(2)",201
"Male","20–24 Years","New Plymouth","North Island general electorates","Not Elsewhere Included(2)",213
"Female","20–24 Years","New Plymouth","North Island general electorates","Not Elsewhere Included(2)",213
"Male","25–29 Years","New Plymouth","North Island general electorates","Not Elsewhere Included(2)",171
"Female","25–29 Years","New Plymouth","North Island general electorates","Not Elsewhere Included(2)",159
"Male","30–34 Years","New Plymouth","North Island general electorates","Not Elsewhere Included(2)",162
"Female","30–34 Years","New Plymouth","North Island general electorates","Not Elsewhere Included(2)",141
"Male","35–39 Years","New Plymouth","North Island general electorates","Not Elsewhere Included(2)",174
"Female","35–39 Years","New Plymouth","North Island general electorates","Not Elsewhere Included(2)",162
"Male","40–44 Years","New Plymouth","North Island general electorates","Not Elsewhere Included(2)",186
"Female","40–44 Years","New Plymouth","North Island general electorates","Not Elsewhere Included(2)",219
"Male","45–49 Years","New Plymouth","North Island general electorates","Not Elsewhere Included(2)",174
"Female","45–49 Years","New Plymouth","North Island general electorates","Not Elsewhere Included(2)",183
"Male","50–54 Years","New Plymouth","North Island general electorates","Not Elsewhere Included(2)",198
"Female","50–54 Years","New Plymouth","North Island general electorates","Not Elsewhere Included(2)",195
"Male","55–59 Years","New Plymouth","North Island general electorates","Not Elsewhere Included(2)",174
"Female","55–59 Years","New Plymouth","North Island general electorates","Not Elsewhere Included(2)",177
"Male","60–64 Years","New Plymouth","North Island general electorates","Not Elsewhere Included(2)",183
"Female","60–64 Years","New Plymouth","North Island general electorates","Not Elsewhere Included(2)",153
"Male","65–69 Years","New Plymouth","North Island general electorates","Not Elsewhere Included(2)",138
"Female","65–69 Years","New Plymouth","North Island general electorates","Not Elsewhere Included(2)",165
"Male","70–74 Years","New Plymouth","North Island general electorates","Not Elsewhere Included(2)",99
"Female","70–74 Years","New Plymouth","North Island general electorates","Not Elsewhere Included(2)",123
"Male","75–79 Years","New Plymouth","North Island general electorates","Not Elsewhere Included(2)",108
"Female","75–79 Years","New Plymouth","North Island general electorates","Not Elsewhere Included(2)",117
"Male","80–84 Years","New Plymouth","North Island general electorates","Not Elsewhere Included(2)",75
"Female","80–84 Years","New Plymouth","North Island general electorates","Not Elsewhere Included(2)",108
"Male","85 Years And Over","New Plymouth","North Island general electorates","Not Elsewhere Included(2)",72
"Female","85 Years And Over","New Plymouth","North Island general electorates","Not Elsewhere Included(2)",168
"Male","15–19 Years","North Shore","North Island general electorates","Not Elsewhere Included(2)",180
"Female","15–19 Years","North Shore","North Island general electorates","Not Elsewhere Included(2)",162
"Male","20–24 Years","North Shore","North Island general electorates","Not Elsewhere Included(2)",177
"Female","20–24 Years","North Shore","North Island general electorates","Not Elsewhere Included(2)",171
"Male","25–29 Years","North Shore","North Island general electorates","Not Elsewhere Included(2)",123
"Female","25–29 Years","North Shore","North Island general electorates","Not Elsewhere Included(2)",129
"Male","30–34 Years","North Shore","North Island general electorates","Not Elsewhere Included(2)",99
"Female","30–34 Years","North Shore","North Island general electorates","Not Elsewhere Included(2)",120
"Male","35–39 Years","North Shore","North Island general electorates","Not Elsewhere Included(2)",123
"Female","35–39 Years","North Shore","North Island general electorates","Not Elsewhere Included(2)",129
"Male","40–44 Years","North Shore","North Island general electorates","Not Elsewhere Included(2)",141
"Female","40–44 Years","North Shore","North Island general electorates","Not Elsewhere Included(2)",135
"Male","45–49 Years","North Shore","North Island general electorates","Not Elsewhere Included(2)",147
"Female","45–49 Years","North Shore","North Island general electorates","Not Elsewhere Included(2)",159
"Male","50–54 Years","North Shore","North Island general electorates","Not Elsewhere Included(2)",138
"Female","50–54 Years","North Shore","North Island general electorates","Not Elsewhere Included(2)",165
"Male","55–59 Years","North Shore","North Island general electorates","Not Elsewhere Included(2)",123
"Female","55–59 Years","North Shore","North Island general electorates","Not Elsewhere Included(2)",132
"Male","60–64 Years","North Shore","North Island general electorates","Not Elsewhere Included(2)",126
"Female","60–64 Years","North Shore","North Island general electorates","Not Elsewhere Included(2)",114
"Male","65–69 Years","North Shore","North Island general electorates","Not Elsewhere Included(2)",78
"Female","65–69 Years","North Shore","North Island general electorates","Not Elsewhere Included(2)",90
"Male","70–74 Years","North Shore","North Island general electorates","Not Elsewhere Included(2)",60
"Female","70–74 Years","North Shore","North Island general electorates","Not Elsewhere Included(2)",81
"Male","75–79 Years","North Shore","North Island general electorates","Not Elsewhere Included(2)",45
"Female","75–79 Years","North Shore","North Island general electorates","Not Elsewhere Included(2)",66
"Male","80–84 Years","North Shore","North Island general electorates","Not Elsewhere Included(2)",33
"Female","80–84 Years","North Shore","North Island general electorates","Not Elsewhere Included(2)",54
"Male","85 Years And Over","North Shore","North Island general electorates","Not Elsewhere Included(2)",39
"Female","85 Years And Over","North Shore","North Island general electorates","Not Elsewhere Included(2)",84
"Male","15–19 Years","Northcote","North Island general electorates","Not Elsewhere Included(2)",183
"Female","15–19 Years","Northcote","North Island general electorates","Not Elsewhere Included(2)",204
"Male","20–24 Years","Northcote","North Island general electorates","Not Elsewhere Included(2)",243
"Female","20–24 Years","Northcote","North Island general electorates","Not Elsewhere Included(2)",249
"Male","25–29 Years","Northcote","North Island general electorates","Not Elsewhere Included(2)",216
"Female","25–29 Years","Northcote","North Island general electorates","Not Elsewhere Included(2)",219
"Male","30–34 Years","Northcote","North Island general electorates","Not Elsewhere Included(2)",189
"Female","30–34 Years","Northcote","North Island general electorates","Not Elsewhere Included(2)",207
"Male","35–39 Years","Northcote","North Island general electorates","Not Elsewhere Included(2)",195
"Female","35–39 Years","Northcote","North Island general electorates","Not Elsewhere Included(2)",156
"Male","40–44 Years","Northcote","North Island general electorates","Not Elsewhere Included(2)",174
"Female","40–44 Years","Northcote","North Island general electorates","Not Elsewhere Included(2)",219
"Male","45–49 Years","Northcote","North Island general electorates","Not Elsewhere Included(2)",153
"Female","45–49 Years","Northcote","North Island general electorates","Not Elsewhere Included(2)",159
"Male","50–54 Years","Northcote","North Island general electorates","Not Elsewhere Included(2)",150
"Female","50–54 Years","Northcote","North Island general electorates","Not Elsewhere Included(2)",159
"Male","55–59 Years","Northcote","North Island general electorates","Not Elsewhere Included(2)",126
"Female","55–59 Years","Northcote","North Island general electorates","Not Elsewhere Included(2)",183
"Male","60–64 Years","Northcote","North Island general electorates","Not Elsewhere Included(2)",117
"Female","60–64 Years","Northcote","North Island general electorates","Not Elsewhere Included(2)",120
"Male","65–69 Years","Northcote","North Island general electorates","Not Elsewhere Included(2)",99
