"level0","level1","level2","Years at usual residence","count"
"Male","45–49 Years","Hauraki-Waikato","Not elsewhere included(2)",63
"Female","45–49 Years","Hauraki-Waikato","Not elsewhere included(2)",42
"Male","50–54 Years","Hauraki-Waikato","Not elsewhere included(2)",54
"Female","50–54 Years","Hauraki-Waikato","Not elsewhere included(2)",51
"Male","55–59 Years","Hauraki-Waikato","Not elsewhere included(2)",48
"Female","55–59 Years","Hauraki-Waikato","Not elsewhere included(2)",48
"Male","60–64 Years","Hauraki-Waikato","Not elsewhere included(2)",36
"Female","60–64 Years","Hauraki-Waikato","Not elsewhere included(2)",51
"Male","65–69 Years","Hauraki-Waikato","Not elsewhere included(2)",39
"Female","65–69 Years","Hauraki-Waikato","Not elsewhere included(2)",48
"Male","70–74 Years","Hauraki-Waikato","Not elsewhere included(2)",30
"Female","70–74 Years","Hauraki-Waikato","Not elsewhere included(2)",39
"Male","75–79 Years","Hauraki-Waikato","Not elsewhere included(2)",9
"Female","75–79 Years","Hauraki-Waikato","Not elsewhere included(2)",30
"Male","80–84 Years","Hauraki-Waikato","Not elsewhere included(2)",12
"Female","80–84 Years","Hauraki-Waikato","Not elsewhere included(2)",24
"Male","85 Years And Over","Hauraki-Waikato","Not elsewhere included(2)",6
"Female","85 Years And Over","Hauraki-Waikato","Not elsewhere included(2)",9
"Male","0–4 Years","Ikaroa-Rāwhiti","Not elsewhere included(2)",147
"Female","0–4 Years","Ikaroa-Rāwhiti","Not elsewhere included(2)",159
"Male","5–9 Years","Ikaroa-Rāwhiti","Not elsewhere included(2)",102
"Female","5–9 Years","Ikaroa-Rāwhiti","Not elsewhere included(2)",105
"Male","10–14 Years","Ikaroa-Rāwhiti","Not elsewhere included(2)",108
"Female","10–14 Years","Ikaroa-Rāwhiti","Not elsewhere included(2)",105
"Male","15–19 Years","Ikaroa-Rāwhiti","Not elsewhere included(2)",102
"Female","15–19 Years","Ikaroa-Rāwhiti","Not elsewhere included(2)",132
"Male","20–24 Years","Ikaroa-Rāwhiti","Not elsewhere included(2)",84
"Female","20–24 Years","Ikaroa-Rāwhiti","Not elsewhere included(2)",72
"Male","25–29 Years","Ikaroa-Rāwhiti","Not elsewhere included(2)",66
"Female","25–29 Years","Ikaroa-Rāwhiti","Not elsewhere included(2)",39
"Male","30–34 Years","Ikaroa-Rāwhiti","Not elsewhere included(2)",63
"Female","30–34 Years","Ikaroa-Rāwhiti","Not elsewhere included(2)",24
"Male","35–39 Years","Ikaroa-Rāwhiti","Not elsewhere included(2)",51
"Female","35–39 Years","Ikaroa-Rāwhiti","Not elsewhere included(2)",36
"Male","40–44 Years","Ikaroa-Rāwhiti","Not elsewhere included(2)",45
"Female","40–44 Years","Ikaroa-Rāwhiti","Not elsewhere included(2)",36
"Male","45–49 Years","Ikaroa-Rāwhiti","Not elsewhere included(2)",57
"Female","45–49 Years","Ikaroa-Rāwhiti","Not elsewhere included(2)",42
"Male","50–54 Years","Ikaroa-Rāwhiti","Not elsewhere included(2)",60
"Female","50–54 Years","Ikaroa-Rāwhiti","Not elsewhere included(2)",63
"Male","55–59 Years","Ikaroa-Rāwhiti","Not elsewhere included(2)",66
"Female","55–59 Years","Ikaroa-Rāwhiti","Not elsewhere included(2)",48
"Male","60–64 Years","Ikaroa-Rāwhiti","Not elsewhere included(2)",66
"Female","60–64 Years","Ikaroa-Rāwhiti","Not elsewhere included(2)",69
"Male","65–69 Years","Ikaroa-Rāwhiti","Not elsewhere included(2)",42
"Female","65–69 Years","Ikaroa-Rāwhiti","Not elsewhere included(2)",75
"Male","70–74 Years","Ikaroa-Rāwhiti","Not elsewhere included(2)",27
"Female","70–74 Years","Ikaroa-Rāwhiti","Not elsewhere included(2)",45
"Male","75–79 Years","Ikaroa-Rāwhiti","Not elsewhere included(2)",24
"Female","75–79 Years","Ikaroa-Rāwhiti","Not elsewhere included(2)",42
"Male","80–84 Years","Ikaroa-Rāwhiti","Not elsewhere included(2)",12
"Female","80–84 Years","Ikaroa-Rāwhiti","Not elsewhere included(2)",30
"Male","85 Years And Over","Ikaroa-Rāwhiti","Not elsewhere included(2)",9
"Female","85 Years And Over","Ikaroa-Rāwhiti","Not elsewhere included(2)",12
"Male","0–4 Years","Tāmaki Makaurau","Not elsewhere included(2)",186
"Female","0–4 Years","Tāmaki Makaurau","Not elsewhere included(2)",162
"Male","5–9 Years","Tāmaki Makaurau","Not elsewhere included(2)",108
"Female","5–9 Years","Tāmaki Makaurau","Not elsewhere included(2)",84
"Male","10–14 Years","Tāmaki Makaurau","Not elsewhere included(2)",84
"Female","10–14 Years","Tāmaki Makaurau","Not elsewhere included(2)",69
"Male","15–19 Years","Tāmaki Makaurau","Not elsewhere included(2)",81
"Female","15–19 Years","Tāmaki Makaurau","Not elsewhere included(2)",90
"Male","20–24 Years","Tāmaki Makaurau","Not elsewhere included(2)",75
"Female","20–24 Years","Tāmaki Makaurau","Not elsewhere included(2)",84
"Male","25–29 Years","Tāmaki Makaurau","Not elsewhere included(2)",36
"Female","25–29 Years","Tāmaki Makaurau","Not elsewhere included(2)",45
"Male","30–34 Years","Tāmaki Makaurau","Not elsewhere included(2)",24
"Female","30–34 Years","Tāmaki Makaurau","Not elsewhere included(2)",33
"Male","35–39 Years","Tāmaki Makaurau","Not elsewhere included(2)",42
"Female","35–39 Years","Tāmaki Makaurau","Not elsewhere included(2)",30
"Male","40–44 Years","Tāmaki Makaurau","Not elsewhere included(2)",39
"Female","40–44 Years","Tāmaki Makaurau","Not elsewhere included(2)",39
"Male","45–49 Years","Tāmaki Makaurau","Not elsewhere included(2)",51
"Female","45–49 Years","Tāmaki Makaurau","Not elsewhere included(2)",36
"Male","50–54 Years","Tāmaki Makaurau","Not elsewhere included(2)",36
"Female","50–54 Years","Tāmaki Makaurau","Not elsewhere included(2)",51
"Male","55–59 Years","Tāmaki Makaurau","Not elsewhere included(2)",54
"Female","55–59 Years","Tāmaki Makaurau","Not elsewhere included(2)",48
"Male","60–64 Years","Tāmaki Makaurau","Not elsewhere included(2)",36
"Female","60–64 Years","Tāmaki Makaurau","Not elsewhere included(2)",51
"Male","65–69 Years","Tāmaki Makaurau","Not elsewhere included(2)",30
"Female","65–69 Years","Tāmaki Makaurau","Not elsewhere included(2)",42
"Male","70–74 Years","Tāmaki Makaurau","Not elsewhere included(2)",33
"Female","70–74 Years","Tāmaki Makaurau","Not elsewhere included(2)",36
"Male","75–79 Years","Tāmaki Makaurau","Not elsewhere included(2)",9
"Female","75–79 Years","Tāmaki Makaurau","Not elsewhere included(2)",33
"Male","80–84 Years","Tāmaki Makaurau","Not elsewhere included(2)",9
"Female","80–84 Years","Tāmaki Makaurau","Not elsewhere included(2)",24
"Male","85 Years And Over","Tāmaki Makaurau","Not elsewhere included(2)",3
"Female","85 Years And Over","Tāmaki Makaurau","Not elsewhere included(2)",9
"Male","0–4 Years","Te Tai Hauāuru","Not elsewhere included(2)",144
"Female","0–4 Years","Te Tai Hauāuru","Not elsewhere included(2)",132
"Male","5–9 Years","Te Tai Hauāuru","Not elsewhere included(2)",129
"Female","5–9 Years","Te Tai Hauāuru","Not elsewhere included(2)",90
"Male","10–14 Years","Te Tai Hauāuru","Not elsewhere included(2)",84
"Female","10–14 Years","Te Tai Hauāuru","Not elsewhere included(2)",90
"Male","15–19 Years","Te Tai Hauāuru","Not elsewhere included(2)",114
"Female","15–19 Years","Te Tai Hauāuru","Not elsewhere included(2)",111
"Male","20–24 Years","Te Tai Hauāuru","Not elsewhere included(2)",84
"Female","20–24 Years","Te Tai Hauāuru","Not elsewhere included(2)",69
"Male","25–29 Years","Te Tai Hauāuru","Not elsewhere included(2)",63
"Female","25–29 Years","Te Tai Hauāuru","Not elsewhere included(2)",36
"Male","30–34 Years","Te Tai Hauāuru","Not elsewhere included(2)",54
"Female","30–34 Years","Te Tai Hauāuru","Not elsewhere included(2)",30
"Male","35–39 Years","Te Tai Hauāuru","Not elsewhere included(2)",57
"Female","35–39 Years","Te Tai Hauāuru","Not elsewhere included(2)",36
"Male","40–44 Years","Te Tai Hauāuru","Not elsewhere included(2)",66
"Female","40–44 Years","Te Tai Hauāuru","Not elsewhere included(2)",39
"Male","45–49 Years","Te Tai Hauāuru","Not elsewhere included(2)",63
"Female","45–49 Years","Te Tai Hauāuru","Not elsewhere included(2)",60
"Male","50–54 Years","Te Tai Hauāuru","Not elsewhere included(2)",66
"Female","50–54 Years","Te Tai Hauāuru","Not elsewhere included(2)",72
"Male","55–59 Years","Te Tai Hauāuru","Not elsewhere included(2)",60
"Female","55–59 Years","Te Tai Hauāuru","Not elsewhere included(2)",54
"Male","60–64 Years","Te Tai Hauāuru","Not elsewhere included(2)",54
"Female","60–64 Years","Te Tai Hauāuru","Not elsewhere included(2)",66
"Male","65–69 Years","Te Tai Hauāuru","Not elsewhere included(2)",39
"Female","65–69 Years","Te Tai Hauāuru","Not elsewhere included(2)",51
"Male","70–74 Years","Te Tai Hauāuru","Not elsewhere included(2)",33
"Female","70–74 Years","Te Tai Hauāuru","Not elsewhere included(2)",48
"Male","75–79 Years","Te Tai Hauāuru","Not elsewhere included(2)",27
"Female","75–79 Years","Te Tai Hauāuru","Not elsewhere included(2)",45
"Male","80–84 Years","Te Tai Hauāuru","Not elsewhere included(2)",15
"Female","80–84 Years","Te Tai Hauāuru","Not elsewhere included(2)",21
"Male","85 Years And Over","Te Tai Hauāuru","Not elsewhere included(2)",6
"Female","85 Years And Over","Te Tai Hauāuru","Not elsewhere included(2)",12
"Male","0–4 Years","Te Tai Tokerau","Not elsewhere included(2)",159
"Female","0–4 Years","Te Tai Tokerau","Not elsewhere included(2)",156
"Male","5–9 Years","Te Tai Tokerau","Not elsewhere included(2)",114
"Female","5–9 Years","Te Tai Tokerau","Not elsewhere included(2)",132
"Male","10–14 Years","Te Tai Tokerau","Not elsewhere included(2)",105
"Female","10–14 Years","Te Tai Tokerau","Not elsewhere included(2)",93
"Male","15–19 Years","Te Tai Tokerau","Not elsewhere included(2)",105
"Female","15–19 Years","Te Tai Tokerau","Not elsewhere included(2)",111
"Male","20–24 Years","Te Tai Tokerau","Not elsewhere included(2)",78
"Female","20–24 Years","Te Tai Tokerau","Not elsewhere included(2)",63
"Male","25–29 Years","Te Tai Tokerau","Not elsewhere included(2)",51
"Female","25–29 Years","Te Tai Tokerau","Not elsewhere included(2)",24
"Male","30–34 Years","Te Tai Tokerau","Not elsewhere included(2)",39
"Female","30–34 Years","Te Tai Tokerau","Not elsewhere included(2)",21
"Male","35–39 Years","Te Tai Tokerau","Not elsewhere included(2)",45
"Female","35–39 Years","Te Tai Tokerau","Not elsewhere included(2)",21
"Male","40–44 Years","Te Tai Tokerau","Not elsewhere included(2)",66
"Female","40–44 Years","Te Tai Tokerau","Not elsewhere included(2)",33
"Male","45–49 Years","Te Tai Tokerau","Not elsewhere included(2)",84
"Female","45–49 Years","Te Tai Tokerau","Not elsewhere included(2)",48
"Male","50–54 Years","Te Tai Tokerau","Not elsewhere included(2)",51
"Female","50–54 Years","Te Tai Tokerau","Not elsewhere included(2)",57
"Male","55–59 Years","Te Tai Tokerau","Not elsewhere included(2)",45
"Female","55–59 Years","Te Tai Tokerau","Not elsewhere included(2)",42
"Male","60–64 Years","Te Tai Tokerau","Not elsewhere included(2)",48
"Female","60–64 Years","Te Tai Tokerau","Not elsewhere included(2)",45
"Male","65–69 Years","Te Tai Tokerau","Not elsewhere included(2)",30
"Female","65–69 Years","Te Tai Tokerau","Not elsewhere included(2)",42
"Male","70–74 Years","Te Tai Tokerau","Not elsewhere included(2)",39
"Female","70–74 Years","Te Tai Tokerau","Not elsewhere included(2)",45
"Male","75–79 Years","Te Tai Tokerau","Not elsewhere included(2)",21
"Female","75–79 Years","Te Tai Tokerau","Not elsewhere included(2)",30
"Male","80–84 Years","Te Tai Tokerau","Not elsewhere included(2)",15
"Female","80–84 Years","Te Tai Tokerau","Not elsewhere included(2)",24
"Male","85 Years And Over","Te Tai Tokerau","Not elsewhere included(2)",3
"Female","85 Years And Over","Te Tai Tokerau","Not elsewhere included(2)",12
"Male","0–4 Years","Te Tai Tonga","Not elsewhere included(2)",126
"Female","0–4 Years","Te Tai Tonga","Not elsewhere included(2)",135
"Male","5–9 Years","Te Tai Tonga","Not elsewhere included(2)",99
"Female","5–9 Years","Te Tai Tonga","Not elsewhere included(2)",99
"Male","10–14 Years","Te Tai Tonga","Not elsewhere included(2)",75
"Female","10–14 Years","Te Tai Tonga","Not elsewhere included(2)",90
"Male","15–19 Years","Te Tai Tonga","Not elsewhere included(2)",96
"Female","15–19 Years","Te Tai Tonga","Not elsewhere included(2)",114
"Male","20–24 Years","Te Tai Tonga","Not elsewhere included(2)",96
"Female","20–24 Years","Te Tai Tonga","Not elsewhere included(2)",84
"Male","25–29 Years","Te Tai Tonga","Not elsewhere included(2)",60
"Female","25–29 Years","Te Tai Tonga","Not elsewhere included(2)",30
"Male","30–34 Years","Te Tai Tonga","Not elsewhere included(2)",48
"Female","30–34 Years","Te Tai Tonga","Not elsewhere included(2)",27
"Male","35–39 Years","Te Tai Tonga","Not elsewhere included(2)",60
"Female","35–39 Years","Te Tai Tonga","Not elsewhere included(2)",45
"Male","40–44 Years","Te Tai Tonga","Not elsewhere included(2)",63
"Female","40–44 Years","Te Tai Tonga","Not elsewhere included(2)",42
"Male","45–49 Years","Te Tai Tonga","Not elsewhere included(2)",66
"Female","45–49 Years","Te Tai Tonga","Not elsewhere included(2)",42
"Male","50–54 Years","Te Tai Tonga","Not elsewhere included(2)",63
"Female","50–54 Years","Te Tai Tonga","Not elsewhere included(2)",66
"Male","55–59 Years","Te Tai Tonga","Not elsewhere included(2)",57
"Female","55–59 Years","Te Tai Tonga","Not elsewhere included(2)",51
"Male","60–64 Years","Te Tai Tonga","Not elsewhere included(2)",39
"Female","60–64 Years","Te Tai Tonga","Not elsewhere included(2)",42
"Male","65–69 Years","Te Tai Tonga","Not elsewhere included(2)",45
"Female","65–69 Years","Te Tai Tonga","Not elsewhere included(2)",54
"Male","70–74 Years","Te Tai Tonga","Not elsewhere included(2)",36
"Female","70–74 Years","Te Tai Tonga","Not elsewhere included(2)",45
"Male","75–79 Years","Te Tai Tonga","Not elsewhere included(2)",24
"Female","75–79 Years","Te Tai Tonga","Not elsewhere included(2)",27
"Male","80–84 Years","Te Tai Tonga","Not elsewhere included(2)",6
"Female","80–84 Years","Te Tai Tonga","Not elsewhere included(2)",15
"Male","85 Years And Over","Te Tai Tonga","Not elsewhere included(2)",6
"Female","85 Years And Over","Te Tai Tonga","Not elsewhere included(2)",15
"Male","0–4 Years","Waiariki","Not elsewhere included(2)",141
"Female","0–4 Years","Waiariki","Not elsewhere included(2)",138
"Male","5–9 Years","Waiariki","Not elsewhere included(2)",111
"Female","5–9 Years","Waiariki","Not elsewhere included(2)",102
"Male","10–14 Years","Waiariki","Not elsewhere included(2)",99
"Female","10–14 Years","Waiariki","Not elsewhere included(2)",102
"Male","15–19 Years","Waiariki","Not elsewhere included(2)",90
"Female","15–19 Years","Waiariki","Not elsewhere included(2)",87
"Male","20–24 Years","Waiariki","Not elsewhere included(2)",60
"Female","20–24 Years","Waiariki","Not elsewhere included(2)",57
"Male","25–29 Years","Waiariki","Not elsewhere included(2)",36
"Female","25–29 Years","Waiariki","Not elsewhere included(2)",33
"Male","30–34 Years","Waiariki","Not elsewhere included(2)",51
"Female","30–34 Years","Waiariki","Not elsewhere included(2)",27
"Male","35–39 Years","Waiariki","Not elsewhere included(2)",60
"Female","35–39 Years","Waiariki","Not elsewhere included(2)",36
"Male","40–44 Years","Waiariki","Not elsewhere included(2)",51
"Female","40–44 Years","Waiariki","Not elsewhere included(2)",39
"Male","45–49 Years","Waiariki","Not elsewhere included(2)",57
"Female","45–49 Years","Waiariki","Not elsewhere included(2)",39
"Male","50–54 Years","Waiariki","Not elsewhere included(2)",60
"Female","50–54 Years","Waiariki","Not elsewhere included(2)",54
"Male","55–59 Years","Waiariki","Not elsewhere included(2)",57
"Female","55–59 Years","Waiariki","Not elsewhere included(2)",57
"Male","60–64 Years","Waiariki","Not elsewhere included(2)",51
"Female","60–64 Years","Waiariki","Not elsewhere included(2)",51
"Male","65–69 Years","Waiariki","Not elsewhere included(2)",48
"Female","65–69 Years","Waiariki","Not elsewhere included(2)",63
"Male","70–74 Years","Waiariki","Not elsewhere included(2)",36
"Female","70–74 Years","Waiariki","Not elsewhere included(2)",57
