"level0","level1","level2","level3","Work and labour force status(1)","count"
"Male","85 Years And Over","New Lynn","North Island general electorates","Work and Labour Force Status Unidentifiable",6
"Female","85 Years And Over","New Lynn","North Island general electorates","Work and Labour Force Status Unidentifiable",12
"Male","15–19 Years","New Plymouth","North Island general electorates","Work and Labour Force Status Unidentifiable",99
"Female","15–19 Years","New Plymouth","North Island general electorates","Work and Labour Force Status Unidentifiable",93
"Male","20–24 Years","New Plymouth","North Island general electorates","Work and Labour Force Status Unidentifiable",123
"Female","20–24 Years","New Plymouth","North Island general electorates","Work and Labour Force Status Unidentifiable",135
"Male","25–29 Years","New Plymouth","North Island general electorates","Work and Labour Force Status Unidentifiable",108
"Female","25–29 Years","New Plymouth","North Island general electorates","Work and Labour Force Status Unidentifiable",96
"Male","30–34 Years","New Plymouth","North Island general electorates","Work and Labour Force Status Unidentifiable",99
"Female","30–34 Years","New Plymouth","North Island general electorates","Work and Labour Force Status Unidentifiable",87
"Male","35–39 Years","New Plymouth","North Island general electorates","Work and Labour Force Status Unidentifiable",93
"Female","35–39 Years","New Plymouth","North Island general electorates","Work and Labour Force Status Unidentifiable",87
"Male","40–44 Years","New Plymouth","North Island general electorates","Work and Labour Force Status Unidentifiable",90
"Female","40–44 Years","New Plymouth","North Island general electorates","Work and Labour Force Status Unidentifiable",111
"Male","45–49 Years","New Plymouth","North Island general electorates","Work and Labour Force Status Unidentifiable",90
"Female","45–49 Years","New Plymouth","North Island general electorates","Work and Labour Force Status Unidentifiable",93
"Male","50–54 Years","New Plymouth","North Island general electorates","Work and Labour Force Status Unidentifiable",93
"Female","50–54 Years","New Plymouth","North Island general electorates","Work and Labour Force Status Unidentifiable",111
"Male","55–59 Years","New Plymouth","North Island general electorates","Work and Labour Force Status Unidentifiable",93
"Female","55–59 Years","New Plymouth","North Island general electorates","Work and Labour Force Status Unidentifiable",96
"Male","60–64 Years","New Plymouth","North Island general electorates","Work and Labour Force Status Unidentifiable",96
"Female","60–64 Years","New Plymouth","North Island general electorates","Work and Labour Force Status Unidentifiable",81
"Male","65–69 Years","New Plymouth","North Island general electorates","Work and Labour Force Status Unidentifiable",66
"Female","65–69 Years","New Plymouth","North Island general electorates","Work and Labour Force Status Unidentifiable",78
"Male","70–74 Years","New Plymouth","North Island general electorates","Work and Labour Force Status Unidentifiable",45
"Female","70–74 Years","New Plymouth","North Island general electorates","Work and Labour Force Status Unidentifiable",42
"Male","75–79 Years","New Plymouth","North Island general electorates","Work and Labour Force Status Unidentifiable",39
"Female","75–79 Years","New Plymouth","North Island general electorates","Work and Labour Force Status Unidentifiable",33
"Male","80–84 Years","New Plymouth","North Island general electorates","Work and Labour Force Status Unidentifiable",21
"Female","80–84 Years","New Plymouth","North Island general electorates","Work and Labour Force Status Unidentifiable",15
"Male","85 Years And Over","New Plymouth","North Island general electorates","Work and Labour Force Status Unidentifiable",18
"Female","85 Years And Over","New Plymouth","North Island general electorates","Work and Labour Force Status Unidentifiable",12
"Male","15–19 Years","North Shore","North Island general electorates","Work and Labour Force Status Unidentifiable",69
"Female","15–19 Years","North Shore","North Island general electorates","Work and Labour Force Status Unidentifiable",84
"Male","20–24 Years","North Shore","North Island general electorates","Work and Labour Force Status Unidentifiable",96
"Female","20–24 Years","North Shore","North Island general electorates","Work and Labour Force Status Unidentifiable",102
"Male","25–29 Years","North Shore","North Island general electorates","Work and Labour Force Status Unidentifiable",69
"Female","25–29 Years","North Shore","North Island general electorates","Work and Labour Force Status Unidentifiable",78
"Male","30–34 Years","North Shore","North Island general electorates","Work and Labour Force Status Unidentifiable",54
"Female","30–34 Years","North Shore","North Island general electorates","Work and Labour Force Status Unidentifiable",75
"Male","35–39 Years","North Shore","North Island general electorates","Work and Labour Force Status Unidentifiable",69
"Female","35–39 Years","North Shore","North Island general electorates","Work and Labour Force Status Unidentifiable",78
"Male","40–44 Years","North Shore","North Island general electorates","Work and Labour Force Status Unidentifiable",84
"Female","40–44 Years","North Shore","North Island general electorates","Work and Labour Force Status Unidentifiable",72
"Male","45–49 Years","North Shore","North Island general electorates","Work and Labour Force Status Unidentifiable",72
"Female","45–49 Years","North Shore","North Island general electorates","Work and Labour Force Status Unidentifiable",66
"Male","50–54 Years","North Shore","North Island general electorates","Work and Labour Force Status Unidentifiable",63
"Female","50–54 Years","North Shore","North Island general electorates","Work and Labour Force Status Unidentifiable",84
"Male","55–59 Years","North Shore","North Island general electorates","Work and Labour Force Status Unidentifiable",60
"Female","55–59 Years","North Shore","North Island general electorates","Work and Labour Force Status Unidentifiable",60
"Male","60–64 Years","North Shore","North Island general electorates","Work and Labour Force Status Unidentifiable",63
"Female","60–64 Years","North Shore","North Island general electorates","Work and Labour Force Status Unidentifiable",48
"Male","65–69 Years","North Shore","North Island general electorates","Work and Labour Force Status Unidentifiable",33
"Female","65–69 Years","North Shore","North Island general electorates","Work and Labour Force Status Unidentifiable",33
"Male","70–74 Years","North Shore","North Island general electorates","Work and Labour Force Status Unidentifiable",30
"Female","70–74 Years","North Shore","North Island general electorates","Work and Labour Force Status Unidentifiable",30
"Male","75–79 Years","North Shore","North Island general electorates","Work and Labour Force Status Unidentifiable",18
"Female","75–79 Years","North Shore","North Island general electorates","Work and Labour Force Status Unidentifiable",18
"Male","80–84 Years","North Shore","North Island general electorates","Work and Labour Force Status Unidentifiable",9
"Female","80–84 Years","North Shore","North Island general electorates","Work and Labour Force Status Unidentifiable",18
"Male","85 Years And Over","North Shore","North Island general electorates","Work and Labour Force Status Unidentifiable",12
"Female","85 Years And Over","North Shore","North Island general electorates","Work and Labour Force Status Unidentifiable",6
"Male","15–19 Years","Northcote","North Island general electorates","Work and Labour Force Status Unidentifiable",90
"Female","15–19 Years","Northcote","North Island general electorates","Work and Labour Force Status Unidentifiable",114
